PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,TitleGroup,Embarked,FamilySize,AgeGroup
489,0,3,0,30,0,0,8.05,Mr,0,1,4
490,1,3,0,9,1,1,15.9,kid,0,3,1
491,0,3,0,30,1,0,19.9667,Mr,0,2,4
492,0,3,0,21,0,0,7.25,Mr,0,1,3
493,0,1,0,55,0,0,30.5,Mr,0,1,4
494,0,1,0,71,0,0,49.5042,Mr,1,1,5
495,0,3,0,21,0,0,8.05,Mr,0,1,3
496,0,3,0,30,0,0,14.4583,Mr,1,1,4
497,1,1,1,54,1,0,78.2667,Miss,1,2,4
498,0,3,0,30,0,0,15.1,Mr,0,1,4
499,0,1,1,25,1,2,151.55,Mrs,0,4,3
500,0,3,0,24,0,0,7.7958,Mr,0,1,3
501,0,3,0,17,0,0,8.6625,Mr,0,1,2
502,0,3,1,21,0,0,7.75,Miss,2,1,3
503,0,3,1,21,0,0,7.6292,Miss,2,1,3
504,0,3,1,37,0,0,9.5875,Miss,0,1,4
505,1,1,1,16,0,0,86.5,Miss,0,1,2
506,0,1,0,18,1,0,108.9,Mr,1,2,2
507,1,2,1,33,0,2,26.0,Mrs,0,3,4
508,1,1,0,30,0,0,26.55,Mr,0,1,4
509,0,3,0,28,0,0,22.525,Mr,0,1,3
510,1,3,0,26,0,0,56.4958,Mr,0,1,3
511,1,3,0,29,0,0,7.75,Mr,2,1,3
512,0,3,0,30,0,0,8.05,Mr,0,1,4
513,1,1,0,36,0,0,26.2875,Mr,0,1,4
514,1,1,1,54,1,0,59.4,Mrs,1,2,4
515,0,3,0,24,0,0,7.4958,Mr,0,1,3
516,0,1,0,47,0,0,34.0208,Mr,0,1,4
517,1,2,1,34,0,0,10.5,Mrs,0,1,4
518,0,3,0,30,0,0,24.15,Mr,2,1,4
519,1,2,1,36,1,0,26.0,Mrs,0,2,4
520,0,3,0,32,0,0,7.8958,Mr,0,1,4
521,1,1,1,30,0,0,93.5,Miss,0,1,4
522,0,3,0,22,0,0,7.8958,Mr,0,1,3
523,0,3,0,30,0,0,7.225,Mr,1,1,4
524,1,1,1,44,0,1,57.9792,Mrs,1,2,4
525,0,3,0,30,0,0,7.2292,Mr,1,1,4
526,0,3,0,41,0,0,7.75,Mr,2,1,4
527,1,2,1,50,0,0,10.5,Miss,0,1,4
528,0,1,0,30,0,0,221.7792,Mr,0,1,4
529,0,3,0,39,0,0,7.925,Mr,0,1,4
530,0,2,0,23,2,1,11.5,Mr,0,4,3
531,1,2,1,2,1,1,26.0,Miss,0,3,0
532,0,3,0,30,0,0,7.2292,Mr,1,1,4
533,0,3,0,17,1,1,7.2292,Mr,1,3,2
534,1,3,1,35,0,2,22.3583,Mrs,1,3,4
535,0,3,1,30,0,0,8.6625,Miss,0,1,4
536,1,2,1,7,0,2,26.25,Miss,0,3,1
537,0,1,0,45,0,0,26.55,Mr,0,1,4
538,1,1,1,30,0,0,106.425,Miss,1,1,4
539,0,3,0,30,0,0,14.5,Mr,0,1,4
540,1,1,1,22,0,2,49.5,Miss,1,3,3
541,1,1,1,36,0,2,71.0,Miss,0,3,4
542,0,3,1,9,4,2,31.275,Miss,0,7,1
543,0,3,1,11,4,2,31.275,Miss,0,7,1
544,1,2,0,32,1,0,26.0,Mr,0,2,4
545,0,1,0,50,1,0,106.425,Mr,1,2,4
546,0,1,0,64,0,0,26.0,Mr,0,1,5
547,1,2,1,19,1,0,26.0,Mrs,0,2,2
548,1,2,0,30,0,0,13.8625,Mr,1,1,4
549,0,3,0,33,1,1,20.525,Mr,0,3,4
550,1,2,0,8,1,1,36.75,kid,0,3,1
551,1,1,0,17,0,2,110.8833,Mr,1,3,2
552,0,2,0,27,0,0,26.0,Mr,0,1,3
553,0,3,0,30,0,0,7.8292,Mr,2,1,4
554,1,3,0,22,0,0,7.225,Mr,1,1,3
555,1,3,1,22,0,0,7.775,Miss,0,1,3
556,0,1,0,62,0,0,26.55,Mr,0,1,5
557,1,1,1,48,1,0,39.6,Mrs,1,2,4
558,0,1,0,30,0,0,227.525,Mr,1,1,4
559,1,1,1,39,1,1,79.65,Mrs,0,3,4
560,1,3,1,36,1,0,17.4,Mrs,0,2,4
561,0,3,0,30,0,0,7.75,Mr,2,1,4
562,0,3,0,40,0,0,7.8958,Mr,0,1,4
563,0,2,0,28,0,0,13.5,Mr,0,1,3
564,0,3,0,30,0,0,8.05,Mr,0,1,4
565,0,3,1,21,0,0,8.05,Miss,0,1,3
566,0,3,0,24,2,0,24.15,Mr,0,3,3
567,0,3,0,19,0,0,7.8958,Mr,0,1,2
568,0,3,1,29,0,4,21.075,Mrs,0,5,3
569,0,3,0,30,0,0,7.2292,Mr,1,1,4
570,1,3,0,32,0,0,7.8542,Mr,0,1,4
571,1,2,0,62,0,0,10.5,Mr,0,1,5
572,1,1,1,53,2,0,51.4792,Mrs,0,3,4
573,1,1,0,36,0,0,26.3875,Mr,0,1,4
574,1,3,1,21,0,0,7.75,Miss,2,1,3
575,0,3,0,16,0,0,8.05,Mr,0,1,2
576,0,3,0,19,0,0,14.5,Mr,0,1,2
577,1,2,1,34,0,0,13.0,Miss,0,1,4
578,1,1,1,39,1,0,55.9,Mrs,0,2,4
579,0,3,1,35,1,0,14.4583,Mrs,1,2,4
580,1,3,0,32,0,0,7.925,Mr,0,1,4
581,1,2,1,25,1,1,30.0,Miss,0,3,3
582,1,1,1,39,1,1,110.8833,Mrs,1,3,4
583,0,2,0,54,0,0,26.0,Mr,0,1,4
584,0,1,0,36,0,0,40.125,Mr,1,1,4
585,0,3,0,30,0,0,8.7125,Mr,1,1,4
586,1,1,1,18,0,2,79.65,Miss,0,3,2
587,0,2,0,47,0,0,15.0,Mr,0,1,4
588,1,1,0,60,1,1,79.2,Mr,1,3,5
589,0,3,0,22,0,0,8.05,Mr,0,1,3
590,0,3,0,30,0,0,8.05,Mr,0,1,4
591,0,3,0,35,0,0,7.125,Mr,0,1,4
592,1,1,1,52,1,0,78.2667,Mrs,1,2,4
593,0,3,0,47,0,0,7.25,Mr,0,1,4
594,0,3,1,21,0,2,7.75,Miss,2,3,3
595,0,2,0,37,1,0,26.0,Mr,0,2,4
596,0,3,0,36,1,1,24.15,Mr,0,3,4
597,1,2,1,21,0,0,33.0,Miss,0,1,3
598,0,3,0,49,0,0,0.0,Mr,0,1,4
599,0,3,0,30,0,0,7.225,Mr,1,1,4
600,1,1,0,49,1,0,56.9292,Mr,1,2,4
601,1,2,1,24,2,1,27.0,Mrs,0,4,3
602,0,3,0,30,0,0,7.8958,Mr,0,1,4
603,0,1,0,30,0,0,42.4,Mr,0,1,4
604,0,3,0,44,0,0,8.05,Mr,0,1,4
605,1,1,0,35,0,0,26.55,Mr,1,1,4
606,0,3,0,36,1,0,15.55,Mr,0,2,4
607,0,3,0,30,0,0,7.8958,Mr,0,1,4
608,1,1,0,27,0,0,30.5,Mr,0,1,3
609,1,2,1,22,1,2,41.5792,Mrs,1,4,3
610,1,1,1,40,0,0,153.4625,Miss,0,1,4
611,0,3,1,39,1,5,31.275,Mrs,0,7,4
612,0,3,0,30,0,0,7.05,Mr,0,1,4
613,1,3,1,21,1,0,15.5,Miss,2,2,3
614,0,3,0,30,0,0,7.75,Mr,2,1,4
615,0,3,0,35,0,0,8.05,Mr,0,1,4
616,1,2,1,24,1,2,65.0,Miss,0,4,3
617,0,3,0,34,1,1,14.4,Mr,0,3,4
618,0,3,1,26,1,0,16.1,Mrs,0,2,3
619,1,2,1,4,2,1,39.0,Miss,0,4,1
620,0,2,0,26,0,0,10.5,Mr,0,1,3
621,0,3,0,27,1,0,14.4542,Mr,1,2,3
622,1,1,0,42,1,0,52.5542,Mr,0,2,4
623,1,3,0,20,1,1,15.7417,Mr,1,3,3
624,0,3,0,21,0,0,7.8542,Mr,0,1,3
625,0,3,0,21,0,0,16.1,Mr,0,1,3
626,0,1,0,61,0,0,32.3208,Mr,0,1,5
627,0,2,0,57,0,0,12.35,Mr,2,1,4
628,1,1,1,21,0,0,77.9583,Miss,0,1,3
629,0,3,0,26,0,0,7.8958,Mr,0,1,3
630,0,3,0,30,0,0,7.7333,Mr,2,1,4
631,1,1,0,80,0,0,30.0,Mr,0,1,5
632,0,3,0,51,0,0,7.0542,Mr,0,1,4
633,1,1,0,32,0,0,30.5,Dr,1,1,4
634,0,1,0,30,0,0,0.0,Mr,0,1,4
635,0,3,1,9,3,2,27.9,Miss,0,6,1
636,1,2,1,28,0,0,13.0,Miss,0,1,3
637,0,3,0,32,0,0,7.925,Mr,0,1,4
638,0,2,0,31,1,1,26.25,Mr,0,3,4
639,0,3,1,41,0,5,39.6875,Mrs,0,6,4
640,0,3,0,30,1,0,16.1,Mr,0,2,4
641,0,3,0,20,0,0,7.8542,Mr,0,1,3
642,1,1,1,24,0,0,69.3,Miss,1,1,3
643,0,3,1,2,3,2,27.9,Miss,0,6,0
644,1,3,0,30,0,0,56.4958,Mr,0,1,4
645,1,3,1,1,2,1,19.2583,Miss,1,4,0
646,1,1,0,48,1,0,76.7292,Mr,1,2,4
647,0,3,0,19,0,0,7.8958,Mr,0,1,2
648,1,1,0,56,0,0,35.5,Mr,1,1,4
649,0,3,0,30,0,0,7.55,Mr,0,1,4
650,1,3,1,23,0,0,7.55,Miss,0,1,3
651,0,3,0,30,0,0,7.8958,Mr,0,1,4
652,1,2,1,18,0,1,23.0,Miss,0,2,2
653,0,3,0,21,0,0,8.4333,Mr,0,1,3
654,1,3,1,21,0,0,7.8292,Miss,2,1,3
655,0,3,1,18,0,0,6.75,Miss,2,1,2
656,0,2,0,24,2,0,73.5,Mr,0,3,3
657,0,3,0,30,0,0,7.8958,Mr,0,1,4
658,0,3,1,32,1,1,15.5,Mrs,2,3,4
659,0,2,0,23,0,0,13.0,Mr,0,1,3
660,0,1,0,58,0,2,113.275,Mr,1,3,4
661,1,1,0,50,2,0,133.65,Dr,0,3,4
662,0,3,0,40,0,0,7.225,Mr,1,1,4
663,0,1,0,47,0,0,25.5875,Mr,0,1,4
664,0,3,0,36,0,0,7.4958,Mr,0,1,4
665,1,3,0,20,1,0,7.925,Mr,0,2,3
666,0,2,0,32,2,0,73.5,Mr,0,3,4
667,0,2,0,25,0,0,13.0,Mr,0,1,3
668,0,3,0,30,0,0,7.775,Mr,0,1,4
669,0,3,0,43,0,0,8.05,Mr,0,1,4
670,1,1,1,35,1,0,52.0,Mrs,0,2,4
671,1,2,1,40,1,1,39.0,Mrs,0,3,4
672,0,1,0,31,1,0,52.0,Mr,0,2,4
673,0,2,0,70,0,0,10.5,Mr,0,1,5
674,1,2,0,31,0,0,13.0,Mr,0,1,4
675,0,2,0,30,0,0,0.0,Mr,0,1,4
676,0,3,0,18,0,0,7.775,Mr,0,1,2
677,0,3,0,25,0,0,8.05,Mr,0,1,3
678,1,3,1,18,0,0,9.8417,Miss,0,1,2
679,0,3,1,43,1,6,46.9,Mrs,0,8,4
680,1,1,0,36,0,1,512.3292,Mr,1,2,4
681,0,3,1,21,0,0,8.1375,Miss,2,1,3
682,1,1,0,27,0,0,76.7292,Mr,1,1,3
683,0,3,0,20,0,0,9.225,Mr,0,1,3
684,0,3,0,14,5,2,46.9,Mr,0,8,2
685,0,2,0,60,1,1,39.0,Mr,0,3,5
686,0,2,0,25,1,2,41.5792,Mr,1,4,3
687,0,3,0,14,4,1,39.6875,Mr,0,6,2
688,0,3,0,19,0,0,10.1708,Mr,0,1,2
689,0,3,0,18,0,0,7.7958,Mr,0,1,2
690,1,1,1,15,0,1,211.3375,Miss,0,2,2
691,1,1,0,31,1,0,57.0,Mr,0,2,4
692,1,3,1,4,0,1,13.4167,Miss,1,2,1
693,1,3,0,30,0,0,56.4958,Mr,0,1,4
694,0,3,0,25,0,0,7.225,Mr,1,1,3
695,0,1,0,60,0,0,26.55,Mr,0,1,5
696,0,2,0,52,0,0,13.5,Mr,0,1,4
697,0,3,0,44,0,0,8.05,Mr,0,1,4
698,1,3,1,21,0,0,7.7333,Miss,2,1,3
699,0,1,0,49,1,1,110.8833,Mr,1,3,4
700,0,3,0,42,0,0,7.65,Mr,0,1,4
701,1,1,1,18,1,0,227.525,Mrs,1,2,2
702,1,1,0,35,0,0,26.2875,Mr,0,1,4
703,0,3,1,18,0,1,14.4542,Miss,1,2,2
704,0,3,0,25,0,0,7.7417,Mr,2,1,3
705,0,3,0,26,1,0,7.8542,Mr,0,2,3
706,0,2,0,39,0,0,26.0,Mr,0,1,4
707,1,2,1,45,0,0,13.5,Mrs,0,1,4
708,1,1,0,42,0,0,26.2875,Mr,0,1,4
709,1,1,1,22,0,0,151.55,Miss,0,1,3
710,1,3,0,4,1,1,15.2458,kid,1,3,1
711,1,1,1,24,0,0,49.5042,Miss,1,1,3
712,0,1,0,30,0,0,26.55,Mr,0,1,4
713,1,1,0,48,1,0,52.0,Mr,0,2,4
714,0,3,0,29,0,0,9.4833,Mr,0,1,3
715,0,2,0,52,0,0,13.0,Mr,0,1,4
716,0,3,0,19,0,0,7.65,Mr,0,1,2
717,1,1,1,38,0,0,227.525,Miss,1,1,4
718,1,2,1,27,0,0,10.5,Miss,0,1,3
719,0,3,0,30,0,0,15.5,Mr,2,1,4
720,0,3,0,33,0,0,7.775,Mr,0,1,4
721,1,2,1,6,0,1,33.0,Miss,0,2,1
722,0,3,0,17,1,0,7.0542,Mr,0,2,2
723,0,2,0,34,0,0,13.0,Mr,0,1,4
724,0,2,0,50,0,0,13.0,Mr,0,1,4
725,1,1,0,27,1,0,53.1,Mr,0,2,3
726,0,3,0,20,0,0,8.6625,Mr,0,1,3
727,1,2,1,30,3,0,21.0,Mrs,0,4,4
728,1,3,1,21,0,0,7.7375,Miss,2,1,3
729,0,2,0,25,1,0,26.0,Mr,0,2,3
730,0,3,1,25,1,0,7.925,Miss,0,2,3
731,1,1,1,29,0,0,211.3375,Miss,0,1,3
732,0,3,0,11,0,0,18.7875,Mr,1,1,1
733,0,2,0,30,0,0,0.0,Mr,0,1,4
734,0,2,0,23,0,0,13.0,Mr,0,1,3
735,0,2,0,23,0,0,13.0,Mr,0,1,3
736,0,3,0,29,0,0,16.1,Mr,0,1,3
737,0,3,1,48,1,3,34.375,Mrs,0,5,4
738,1,1,0,35,0,0,512.3292,Mr,1,1,4
739,0,3,0,30,0,0,7.8958,Mr,0,1,4
740,0,3,0,30,0,0,7.8958,Mr,0,1,4
741,1,1,0,30,0,0,30.0,Mr,0,1,4
742,0,1,0,36,1,0,78.85,Mr,0,2,4
743,1,1,1,21,2,2,262.375,Miss,1,5,3
744,0,3,0,24,1,0,16.1,Mr,0,2,3
745,1,3,0,31,0,0,7.925,Mr,0,1,4
746,0,1,0,70,1,1,71.0,Mr,0,3,5
747,0,3,0,16,1,1,20.25,Mr,0,3,2
748,1,2,1,30,0,0,13.0,Miss,0,1,4
749,0,1,0,19,1,0,53.1,Mr,0,2,2
750,0,3,0,31,0,0,7.75,Mr,2,1,4
751,1,2,1,4,1,1,23.0,Miss,0,3,1
752,1,3,0,6,0,1,12.475,kid,0,2,1
753,0,3,0,33,0,0,9.5,Mr,0,1,4
754,0,3,0,23,0,0,7.8958,Mr,0,1,3
755,1,2,1,48,1,2,65.0,Mrs,0,4,4
756,1,2,0,1,1,1,14.5,kid,0,3,0
757,0,3,0,28,0,0,7.7958,Mr,0,1,3
758,0,2,0,18,0,0,11.5,Mr,0,1,2
759,0,3,0,34,0,0,8.05,Mr,0,1,4
760,1,1,1,33,0,0,86.5,Mrs,0,1,4
761,0,3,0,30,0,0,14.5,Mr,0,1,4
762,0,3,0,41,0,0,7.125,Mr,0,1,4
763,1,3,0,20,0,0,7.2292,Mr,1,1,3
764,1,1,1,36,1,2,120.0,Mrs,0,4,4
765,0,3,0,16,0,0,7.775,Mr,0,1,2
766,1,1,1,51,1,0,77.9583,Mrs,0,2,4
767,0,1,0,47,0,0,39.6,Dr,1,1,4
768,0,3,1,31,0,0,7.75,Miss,2,1,4
769,0,3,0,30,1,0,24.15,Mr,2,2,4
770,0,3,0,32,0,0,8.3625,Mr,0,1,4
771,0,3,0,24,0,0,9.5,Mr,0,1,3
772,0,3,0,48,0,0,7.8542,Mr,0,1,4
773,0,2,1,57,0,0,10.5,Mrs,0,1,4
774,0,3,0,30,0,0,7.225,Mr,1,1,4
775,1,2,1,54,1,3,23.0,Mrs,0,5,4
776,0,3,0,18,0,0,7.75,Mr,0,1,2
777,0,3,0,30,0,0,7.75,Mr,2,1,4
778,1,3,1,5,0,0,12.475,Miss,0,1,1
779,0,3,0,30,0,0,7.7375,Mr,2,1,4
780,1,1,1,43,0,1,211.3375,Mrs,0,2,4
781,1,3,1,13,0,0,7.2292,Miss,1,1,2
782,1,1,1,17,1,0,57.0,Mrs,0,2,2
783,0,1,0,29,0,0,30.0,Mr,0,1,3
784,0,3,0,30,1,2,23.45,Mr,0,4,4
785,0,3,0,25,0,0,7.05,Mr,0,1,3
786,0,3,0,25,0,0,7.25,Mr,0,1,3
787,1,3,1,18,0,0,7.4958,Miss,0,1,2
788,0,3,0,8,4,1,29.125,kid,2,6,1
789,1,3,0,1,1,2,20.575,kid,0,4,0
790,0,1,0,46,0,0,79.2,Mr,1,1,4
791,0,3,0,30,0,0,7.75,Mr,2,1,4
792,0,2,0,16,0,0,26.0,Mr,0,1,2
793,0,3,1,21,8,2,69.55,Miss,0,11,3
794,0,1,0,30,0,0,30.6958,Mr,1,1,4
795,0,3,0,25,0,0,7.8958,Mr,0,1,3
796,0,2,0,39,0,0,13.0,Mr,0,1,4
797,1,1,1,49,0,0,25.9292,Dr,0,1,4
798,1,3,1,31,0,0,8.6833,Mrs,0,1,4
799,0,3,0,30,0,0,7.2292,Mr,1,1,4
800,0,3,1,30,1,1,24.15,Mrs,0,3,4
801,0,2,0,34,0,0,13.0,Mr,0,1,4
802,1,2,1,31,1,1,26.25,Mrs,0,3,4
803,1,1,0,11,1,2,120.0,kid,0,4,1
804,1,3,0,1,0,1,8.5167,kid,1,2,0
805,1,3,0,27,0,0,6.975,Mr,0,1,3
806,0,3,0,31,0,0,7.775,Mr,0,1,4
807,0,1,0,39,0,0,0.0,Mr,0,1,4
808,0,3,1,18,0,0,7.775,Miss,0,1,2
809,0,2,0,39,0,0,13.0,Mr,0,1,4
810,1,1,1,33,1,0,53.1,Mrs,0,2,4
811,0,3,0,26,0,0,7.8875,Mr,0,1,3
812,0,3,0,39,0,0,24.15,Mr,0,1,4
813,0,2,0,35,0,0,10.5,Mr,0,1,4
814,0,3,1,6,4,2,31.275,Miss,0,7,1
815,0,3,0,31,0,0,8.05,Mr,0,1,4
816,0,1,0,30,0,0,0.0,Mr,0,1,4
817,0,3,1,23,0,0,7.925,Miss,0,1,3
818,0,2,0,31,1,1,37.0042,Mr,1,3,4
819,0,3,0,43,0,0,6.45,Mr,0,1,4
820,0,3,0,10,3,2,27.9,kid,0,6,1
821,1,1,1,52,1,1,93.5,Mrs,0,3,4
822,1,3,0,27,0,0,8.6625,Mr,0,1,3
823,0,1,0,38,0,0,0.0,Mr,0,1,4
824,1,3,1,27,0,1,12.475,Mrs,0,2,3
825,0,3,0,2,4,1,39.6875,kid,0,6,0
826,0,3,0,30,0,0,6.95,Mr,2,1,4
827,0,3,0,30,0,0,56.4958,Mr,0,1,4
828,1,2,0,1,0,2,37.0042,kid,1,3,0
829,1,3,0,30,0,0,7.75,Mr,2,1,4
830,1,1,1,62,0,0,80.0,Mrs,0,1,5
831,1,3,1,15,1,0,14.4542,Mrs,1,2,2
832,1,2,0,1,1,1,18.75,kid,0,3,0
833,0,3,0,30,0,0,7.2292,Mr,1,1,4
834,0,3,0,23,0,0,7.8542,Mr,0,1,3
835,0,3,0,18,0,0,8.3,Mr,0,1,2
836,1,1,1,39,1,1,83.1583,Miss,1,3,4
837,0,3,0,21,0,0,8.6625,Mr,0,1,3
838,0,3,0,30,0,0,8.05,Mr,0,1,4
839,1,3,0,32,0,0,56.4958,Mr,0,1,4
840,1,1,0,30,0,0,29.7,Mr,1,1,4
841,0,3,0,20,0,0,7.925,Mr,0,1,3
842,0,2,0,16,0,0,10.5,Mr,0,1,2
843,1,1,1,30,0,0,31.0,Miss,1,1,4
844,0,3,0,35,0,0,6.4375,Mr,1,1,4
845,0,3,0,17,0,0,8.6625,Mr,0,1,2
846,0,3,0,42,0,0,7.55,Mr,0,1,4
847,0,3,0,30,8,2,69.55,Mr,0,11,4
848,0,3,0,35,0,0,7.8958,Mr,1,1,4
849,0,2,0,28,0,1,33.0,Mr,0,2,3
850,1,1,1,35,1,0,89.1042,Mrs,1,2,4
851,0,3,0,4,4,2,31.275,kid,0,7,1
852,0,3,0,74,0,0,7.775,Mr,0,1,5
853,0,3,1,9,1,1,15.2458,Miss,1,3,1
854,1,1,1,16,0,1,39.4,Miss,0,2,2
855,0,2,1,44,1,0,26.0,Mrs,0,2,4
856,1,3,1,18,0,1,9.35,Mrs,0,2,2
857,1,1,1,45,1,1,164.8667,Mrs,0,3,4
858,1,1,0,51,0,0,26.55,Mr,0,1,4
859,1,3,1,24,0,3,19.2583,Mrs,1,4,3
860,0,3,0,30,0,0,7.2292,Mr,1,1,4
861,0,3,0,41,2,0,14.1083,Mr,0,3,4
862,0,2,0,21,1,0,11.5,Mr,0,2,3
863,1,1,1,48,0,0,25.9292,Mrs,0,1,4
864,0,3,1,21,8,2,69.55,Miss,0,11,3
865,0,2,0,24,0,0,13.0,Mr,0,1,3
866,1,2,1,42,0,0,13.0,Mrs,0,1,4
867,1,2,1,27,1,0,13.8583,Miss,1,2,3
868,0,1,0,31,0,0,50.4958,Mr,0,1,4
869,0,3,0,30,0,0,9.5,Mr,0,1,4
870,1,3,0,4,1,1,11.1333,kid,0,3,1
871,0,3,0,26,0,0,7.8958,Mr,0,1,3
872,1,1,1,47,1,1,52.5542,Mrs,0,3,4
873,0,1,0,33,0,0,5.0,Mr,0,1,4
874,0,3,0,47,0,0,9.0,Mr,0,1,4
875,1,2,1,28,1,0,24.0,Mrs,1,2,3
876,1,3,1,15,0,0,7.225,Miss,1,1,2
877,0,3,0,20,0,0,9.8458,Mr,0,1,3
878,0,3,0,19,0,0,7.8958,Mr,0,1,2
879,0,3,0,30,0,0,7.8958,Mr,0,1,4
880,1,1,1,56,0,1,83.1583,Mrs,1,2,4
881,1,2,1,25,0,1,26.0,Mrs,0,2,3
882,0,3,0,33,0,0,7.8958,Mr,0,1,4
883,0,3,1,22,0,0,10.5167,Miss,0,1,3
884,0,2,0,28,0,0,10.5,Mr,0,1,3
885,0,3,0,25,0,0,7.05,Mr,0,1,3
886,0,3,1,39,0,5,29.125,Mrs,2,6,4
887,0,2,0,27,0,0,13.0,Mr,0,1,3
888,1,1,1,19,0,0,30.0,Miss,0,1,2
889,0,3,1,21,1,2,23.45,Miss,0,4,3
890,1,1,0,26,0,0,30.0,Mr,1,1,3
891,0,3,0,32,0,0,7.75,Mr,2,1,4
